date,location_lat,location_lon,daily_rainfall_mm,3_day_cumulative_rain,river_level_m,rate_of_rise,elevation_m,slope_degrees,distance_to_river_km,flood_occurred,flood_depth_m
5/12/2024,6.23008,81.43508,0,1.4,1.42,-0.059,4.9,0.45,6.03,0,0
11/8/2024,6.23008,81.43508,0,3.7,2.31,-0.229,4.9,0.45,6.03,0,0
12/15/2024,6.23008,81.43508,1,2.5,0.86,-0.022,4.9,0.45,6.03,0,0
10/9/2016,6.50956,81.00285,0.7,8.7,2.33,-0.009,16.6,2.1,7.36,0,0
10/21/2016,6.50956,81.00285,0,0.7,1.75,-0.129,16.6,2.1,7.36,0,0
11/16/2016,6.50956,81.00285,4.7,13.2,1.92,-0.024,16.6,2.1,7.36,0,0
11/19/2016,6.50956,81.00285,0.1,16.8,2.7,-0.043,16.6,2.1,7.36,0,0
5/21/2017,6.50956,81.00285,1.6,13.2,1.69,0.051,16.6,2.1,7.36,0,0
5/30/2017,6.50956,81.00285,1.8,9,1.25,0.063,16.6,2.1,7.36,0,0
11/4/2017,6.50956,81.00285,0.3,1,2.61,-0.189,16.6,2.1,7.36,1,0.35
11/7/2017,6.50956,81.00285,1.3,6.6,3.13,-0.033,16.6,2.1,7.36,0,0
11/12/2017,6.50956,81.00285,11.5,34.1,2.79,0.05,16.6,2.1,7.36,0,0
11/25/2017,6.50956,81.00285,2.3,6.3,2.52,-0.098,16.6,2.1,7.36,0,0
12/1/2017,6.50956,81.00285,2.9,8.1,2.08,-0.105,16.6,2.1,7.36,0,0
5/11/2018,6.50956,81.00285,4.3,12.2,1.75,-0.081,16.6,2.1,7.36,0,0
10/5/2018,6.50956,81.00285,68.6,198,4.69,1.071,16.6,2.1,7.36,0,0
12/12/2018,6.50956,81.00285,1.3,7.2,2.45,-0.155,16.6,2.1,7.36,0,0
12/16/2018,6.50956,81.00285,42.7,120.5,3.4,0.496,16.6,2.1,7.36,0,0
12/24/2018,6.50956,81.00285,1.7,4.9,1.77,-0.139,16.6,2.1,7.36,0,0
10/6/2019,6.50956,81.00285,134.4,307.9,5.92,1.804,16.6,2.1,7.36,1,2.75
10/26/2019,6.50956,81.00285,94.3,227,5.08,1.43,16.6,2.1,7.36,1,2.03
10/29/2019,6.50956,81.00285,24.3,62.6,3.23,0.324,16.6,2.1,7.36,0,0
11/29/2019,6.50956,81.00285,0.1,2.5,1.79,0.065,16.6,2.1,7.36,0,0
11/30/2019,6.50956,81.00285,18.3,46.6,2.42,0.225,16.6,2.1,7.36,0,0
10/4/2020,6.50956,81.00285,7.2,20,2.13,0.099,16.6,2.1,7.36,0,0
11/2/2020,6.50956,81.00285,61.3,154.5,3.97,0.793,16.6,2.1,7.36,0,0
12/12/2020,6.50956,81.00285,1.9,9.8,1.87,-0.138,16.6,2.1,7.36,0,0
5/9/2021,6.50956,81.00285,35.7,82.7,2.69,0.381,16.6,2.1,7.36,0,0
10/2/2021,6.50956,81.00285,0.5,6.1,2.1,-0.033,16.6,2.1,7.36,0,0
10/26/2021,6.50956,81.00285,3.6,9.5,2.2,-0.173,16.6,2.1,7.36,0,0
12/24/2021,6.50956,81.00285,78.9,206.6,4.44,1.192,16.6,2.1,7.36,0,0
5/28/2022,6.50956,81.00285,3.6,10.3,2.55,0.086,16.6,2.1,7.36,0,0
10/3/2022,6.50956,81.00285,3.7,10,2.22,-0.014,16.6,2.1,7.36,0,0
10/19/2022,6.50956,81.00285,0.8,2.5,2.25,-0.297,16.6,2.1,7.36,0,0
10/31/2022,6.50956,81.00285,50.5,96.2,3.63,0.566,16.6,2.1,7.36,0,0
11/1/2022,6.50956,81.00285,4.4,9.9,1.92,-0.118,16.6,2.1,7.36,0,0
11/11/2022,6.50956,81.00285,81.3,200.6,5.1,1.153,16.6,2.1,7.36,0,0
11/13/2022,6.50956,81.00285,3.2,9.6,2.8,-0.024,16.6,2.1,7.36,0,0
11/26/2022,6.50956,81.00285,0.4,10.6,1.79,0.03,16.6,2.1,7.36,0,0
5/15/2023,6.50956,81.00285,10.2,37.2,2.26,0.285,16.6,2.1,7.36,0,0
5/26/2023,6.50956,81.00285,0.4,5.8,1.71,-0.029,16.6,2.1,7.36,0,0
11/6/2023,6.50956,81.00285,7.6,19.5,2.15,0.016,16.6,2.1,7.36,0,0
11/21/2023,6.50956,81.00285,4.3,14.1,2.03,-0.023,16.6,2.1,7.36,0,0
11/26/2023,6.50956,81.00285,1.3,16.7,1.93,-0.132,16.6,2.1,7.36,0,0
5/11/2024,6.50956,81.00285,0.6,28.7,3.27,0.074,16.6,2.1,7.36,0,0
5/12/2024,6.50956,81.00285,9.6,21.9,2.5,0.137,16.6,2.1,7.36,0,0
11/8/2024,6.50956,81.00285,1.5,4.6,2.29,-0.046,16.6,2.1,7.36,0,0
12/15/2024,6.50956,81.00285,2,5.7,1.8,-0.023,16.6,2.1,7.36,0,0
10/9/2016,6.11759,80.77611,1.2,12.9,1.75,-0.198,2.8,1.22,14.78,0,0
10/21/2016,6.11759,80.77611,3.5,11,2.02,-0.119,2.8,1.22,14.78,0,0
11/16/2016,6.11759,80.77611,57.1,107.5,2.94,0.628,2.8,1.22,14.78,0,0
11/19/2016,6.11759,80.77611,22,55.7,2.93,0.226,2.8,1.22,14.78,0,0
5/21/2017,6.11759,80.77611,75.8,242.6,4.72,1.043,2.8,1.22,14.78,0,0
5/30/2017,6.11759,80.77611,10.2,23.5,2.51,0.082,2.8,1.22,14.78,0,0
11/4/2017,6.11759,80.77611,0.3,18.1,2.39,0.121,2.8,1.22,14.78,0,0
11/7/2017,6.11759,80.77611,1.4,5.7,1.67,-0.102,2.8,1.22,14.78,0,0
11/12/2017,6.11759,80.77611,0.2,18.1,1.72,0.012,2.8,1.22,14.78,0,0
11/25/2017,6.11759,80.77611,0,15.8,2.13,0.062,2.8,1.22,14.78,0,0
12/1/2017,6.11759,80.77611,4.1,14.5,1.38,-0.182,2.8,1.22,14.78,0,0
5/11/2018,6.11759,80.77611,80.3,212.1,4.9,1.106,2.8,1.22,14.78,0,0
10/5/2018,6.11759,80.77611,1.9,4.7,1.58,-0.034,2.8,1.22,14.78,0,0
12/12/2018,6.11759,80.77611,0.5,3.8,1.7,-0.033,2.8,1.22,14.78,0,0
12/16/2018,6.11759,80.77611,0.2,0.6,1.39,-0.166,2.8,1.22,14.78,0,0
12/24/2018,6.11759,80.77611,9.5,23.1,2.15,-0.039,2.8,1.22,14.78,0,0
10/6/2019,6.11759,80.77611,3.8,6.8,2.44,-0.131,2.8,1.22,14.78,0,0
10/26/2019,6.11759,80.77611,9.2,32.1,2.08,0.155,2.8,1.22,14.78,0,0
10/29/2019,6.11759,80.77611,0.2,4.5,2.02,-0.234,2.8,1.22,14.78,0,0
11/29/2019,6.11759,80.77611,1.5,17.4,2.24,0.078,2.8,1.22,14.78,0,0
11/30/2019,6.11759,80.77611,12,39.9,2.91,0.239,2.8,1.22,14.78,0,0
10/4/2020,6.11759,80.77611,2.9,8.6,1.84,-0.288,2.8,1.22,14.78,0,0
11/2/2020,6.11759,80.77611,1.3,14.9,2.23,-0.099,2.8,1.22,14.78,0,0
12/12/2020,6.11759,80.77611,1.6,4,1.31,-0.304,2.8,1.22,14.78,0,0
5/9/2021,6.11759,80.77611,0.8,10.8,1.39,-0.101,2.8,1.22,14.78,0,0
10/2/2021,6.11759,80.77611,6.8,18.3,2.02,0.089,2.8,1.22,14.78,0,0
10/26/2021,6.11759,80.77611,96.3,259.3,4.96,1.616,2.8,1.22,14.78,1,1.88
12/24/2021,6.11759,80.77611,1.7,6.7,2.1,-0.024,2.8,1.22,14.78,0,0
5/28/2022,6.11759,80.77611,1.3,3.7,2.16,-0.175,2.8,1.22,14.78,0,0
10/3/2022,6.11759,80.77611,50.2,155.6,3.05,0.738,2.8,1.22,14.78,0,0
10/19/2022,6.11759,80.77611,2.3,10.6,1.93,0.031,2.8,1.22,14.78,0,0
10/31/2022,6.11759,80.77611,2.1,5.6,2.19,-0.154,2.8,1.22,14.78,0,0
11/1/2022,6.11759,80.77611,1.3,2.5,2.42,0.019,2.8,1.22,14.78,0,0
11/11/2022,6.11759,80.77611,93.6,254.7,4.45,1.476,2.8,1.22,14.78,0,0
11/13/2022,6.11759,80.77611,8.6,31.5,2.35,0.152,2.8,1.22,14.78,0,0
11/26/2022,6.11759,80.77611,0.1,2.3,1.08,-0.062,2.8,1.22,14.78,0,0
5/15/2023,6.11759,80.77611,2,6.5,1.32,-0.269,2.8,1.22,14.78,0,0
5/26/2023,6.11759,80.77611,1.5,7.5,1.71,-0.169,2.8,1.22,14.78,0,0
11/6/2023,6.11759,80.77611,1,7.7,1.82,-0.191,2.8,1.22,14.78,0,0
11/21/2023,6.11759,80.77611,6.2,22,1.56,-0.148,2.8,1.22,14.78,0,0
11/26/2023,6.11759,80.77611,134.2,354.2,6.18,2.022,2.8,1.22,14.78,1,2.84
5/11/2024,6.11759,80.77611,150,468.8,6.9,2.3,2.8,1.22,14.78,1,3.8
5/12/2024,6.11759,80.77611,0.1,0.8,1.73,0.081,2.8,1.22,14.78,0,0
11/8/2024,6.11759,80.77611,4.2,17.4,2.26,0.136,2.8,1.22,14.78,0,0
12/15/2024,6.11759,80.77611,1.6,4.3,2.33,-0.14,2.8,1.22,14.78,0,0
10/9/2016,6.84586,79.92492,60.3,123,3.95,0.814,0.5,4.92,0.53,0,0
10/21/2016,6.84586,79.92492,1.7,10,1.71,-0.095,0.5,4.92,0.53,0,0
11/16/2016,6.84586,79.92492,165.9,425.8,7.11,2.3,0.5,4.92,0.53,1,3.8
11/19/2016,6.84586,79.92492,1.7,9.1,2.35,-0.15,0.5,4.92,0.53,0,0
5/21/2017,6.84586,79.92492,63.8,124.9,4.08,0.87,0.5,4.92,0.53,1,1.75
5/30/2017,6.84586,79.92492,128.7,248.4,5.09,1.574,0.5,4.92,0.53,1,2.75
11/4/2017,6.84586,79.92492,0.1,2.2,1.53,-0.027,0.5,4.92,0.53,0,0
11/7/2017,6.84586,79.92492,63.6,141.9,3.34,0.88,0.5,4.92,0.53,1,2.15
11/12/2017,6.84586,79.92492,108.2,232.3,4.88,1.483,0.5,4.92,0.53,1,2.69
11/25/2017,6.84586,79.92492,83.7,192.6,4.17,1.23,0.5,4.92,0.53,1,2.16
12/1/2017,6.84586,79.92492,2.8,13.1,1.84,0.059,0.5,4.92,0.53,0,0
5/11/2018,6.84586,79.92492,0.4,25.6,2.68,-0.049,0.5,4.92,0.53,0,0
10/5/2018,6.84586,79.92492,61,139.2,2.81,0.636,0.5,4.92,0.53,1,1.59
12/12/2018,6.84586,79.92492,55.2,154.8,3.47,0.77,0.5,4.92,0.53,1,2
12/16/2018,6.84586,79.92492,122.2,343.9,6.44,1.907,0.5,4.92,0.53,1,3.57
12/24/2018,6.84586,79.92492,4.7,24.6,1.92,-0.035,0.5,4.92,0.53,0,0
10/6/2019,6.84586,79.92492,8.7,25.8,1.78,0.063,0.5,4.92,0.53,0,0
10/26/2019,6.84586,79.92492,62.6,182.4,4.77,1.048,0.5,4.92,0.53,1,2.03
10/29/2019,6.84586,79.92492,0.6,3,1.89,-0.125,0.5,4.92,0.53,0,0
11/29/2019,6.84586,79.92492,50.5,112.7,3.37,0.617,0.5,4.92,0.53,0,0
11/30/2019,6.84586,79.92492,34.9,98.7,3.81,0.463,0.5,4.92,0.53,1,1.26
10/4/2020,6.84586,79.92492,0.2,0.8,2.01,-0.223,0.5,4.92,0.53,0,0
11/2/2020,6.84586,79.92492,4.6,18.3,1.51,-0.208,0.5,4.92,0.53,0,0
12/12/2020,6.84586,79.92492,17.9,48.3,2.67,0.288,0.5,4.92,0.53,1,1.33
5/9/2021,6.84586,79.92492,25.5,69.6,2.8,0.309,0.5,4.92,0.53,1,1.11
10/2/2021,6.84586,79.92492,130.3,319,5.24,2.135,0.5,4.92,0.53,1,2.94
10/26/2021,6.84586,79.92492,0.7,3.7,2.09,-0.239,0.5,4.92,0.53,0,0
12/24/2021,6.84586,79.92492,3.4,13,2.58,0.128,0.5,4.92,0.53,0,0
5/28/2022,6.84586,79.92492,50.3,124.7,3.49,0.449,0.5,4.92,0.53,0,0
10/3/2022,6.84586,79.92492,2,4.2,2.07,-0.267,0.5,4.92,0.53,0,0
10/19/2022,6.84586,79.92492,100.6,257.2,5.29,1.459,0.5,4.92,0.53,1,2.7
10/31/2022,6.84586,79.92492,82.6,220.9,4.85,1.257,0.5,4.92,0.53,1,2.55
11/1/2022,6.84586,79.92492,4.6,13,1.91,-0.007,0.5,4.92,0.53,0,0
11/11/2022,6.84586,79.92492,27.2,66.9,2.9,0.249,0.5,4.92,0.53,1,0.82
11/13/2022,6.84586,79.92492,103.7,221.5,4.18,1.331,0.5,4.92,0.53,1,2.49
11/26/2022,6.84586,79.92492,71.5,189,4.58,1.225,0.5,4.92,0.53,1,2.18
5/15/2023,6.84586,79.92492,4.9,17.9,2.33,-0.093,0.5,4.92,0.53,0,0
5/26/2023,6.84586,79.92492,69.9,163.9,3.45,0.896,0.5,4.92,0.53,0,0
11/6/2023,6.84586,79.92492,8.4,22.4,2.84,-0.135,0.5,4.92,0.53,0,0
11/21/2023,6.84586,79.92492,4.3,9.3,1.51,-0.149,0.5,4.92,0.53,0,0
11/26/2023,6.84586,79.92492,4.3,14,1.71,-0.234,0.5,4.92,0.53,0,0
5/11/2024,6.84586,79.92492,1.4,3.2,1.66,-0.135,0.5,4.92,0.53,0,0
5/12/2024,6.84586,79.92492,1.4,5.9,2.17,-0.175,0.5,4.92,0.53,0,0
11/8/2024,6.84586,79.92492,7.7,28.5,2.35,-0.001,0.5,4.92,0.53,0,0
12/15/2024,6.84586,79.92492,62.7,158,3.96,0.811,0.5,4.92,0.53,1,1.42
10/9/2016,7.01056,80.85701,0.6,2.1,2.41,-0.081,2.3,3.79,1.41,0,0
10/21/2016,7.01056,80.85701,3.1,13.1,1.54,-0.154,2.3,3.79,1.41,0,0
11/16/2016,7.01056,80.85701,5.9,17.7,2.57,0.01,2.3,3.79,1.41,0,0
11/19/2016,7.01056,80.85701,0,0.3,1.51,-0.25,2.3,3.79,1.41,0,0
5/21/2017,7.01056,80.85701,8.5,24.4,1.91,0.163,2.3,3.79,1.41,0,0
5/30/2017,7.01056,80.85701,3.3,10.2,1.5,0.135,2.3,3.79,1.41,0,0
11/4/2017,7.01056,80.85701,23.4,55.3,2.39,0.282,2.3,3.79,1.41,1,0.9
11/7/2017,7.01056,80.85701,46.4,135.3,3.89,0.619,2.3,3.79,1.41,0,0
11/12/2017,7.01056,80.85701,0.7,5.6,2.33,-0.175,2.3,3.79,1.41,0,0
11/25/2017,7.01056,80.85701,1.8,5.8,1.92,-0.245,2.3,3.79,1.41,0,0
12/1/2017,7.01056,80.85701,12.5,31.9,1.61,-0.048,2.3,3.79,1.41,0,0
5/11/2018,7.01056,80.85701,5.8,10.4,1.67,0.026,2.3,3.79,1.41,0,0
10/5/2018,7.01056,80.85701,0.7,5.7,1.6,0.069,2.3,3.79,1.41,0,0
12/12/2018,7.01056,80.85701,51.7,163.7,3.27,0.886,2.3,3.79,1.41,1,1.88
12/16/2018,7.01056,80.85701,0.1,9.5,1.63,-0.337,2.3,3.79,1.41,0,0
12/24/2018,7.01056,80.85701,47.8,144.6,3.71,0.767,2.3,3.79,1.41,0,0
10/6/2019,7.01056,80.85701,6.7,26.5,1.98,-0.033,2.3,3.79,1.41,0,0
10/26/2019,7.01056,80.85701,0.3,6.6,1.88,-0.091,2.3,3.79,1.41,0,0
10/29/2019,7.01056,80.85701,1,2.6,1.76,-0.197,2.3,3.79,1.41,0,0
11/29/2019,7.01056,80.85701,0.2,2.1,1.73,-0.286,2.3,3.79,1.41,0,0
11/30/2019,7.01056,80.85701,1.4,5,2.38,-0.163,2.3,3.79,1.41,0,0
10/4/2020,7.01056,80.85701,0.6,2.6,1.88,-0.131,2.3,3.79,1.41,0,0
11/2/2020,7.01056,80.85701,0.4,7,1.94,-0.223,2.3,3.79,1.41,0,0
12/12/2020,7.01056,80.85701,0.2,1.4,1.43,-0.067,2.3,3.79,1.41,0,0
5/9/2021,7.01056,80.85701,0.1,2.1,2.06,-0.171,2.3,3.79,1.41,0,0
10/2/2021,7.01056,80.85701,0.8,15.8,2.13,0,2.3,3.79,1.41,1,0.89
10/26/2021,7.01056,80.85701,5.5,18.9,1.81,-0.108,2.3,3.79,1.41,0,0
12/24/2021,7.01056,80.85701,17.5,38.7,2.1,0.074,2.3,3.79,1.41,0,0
5/28/2022,7.01056,80.85701,1.2,3.5,1.28,-0.112,2.3,3.79,1.41,0,0
10/3/2022,7.01056,80.85701,5.7,19.2,2.48,-0.029,2.3,3.79,1.41,1,0.73
10/19/2022,7.01056,80.85701,82.7,171.8,3.36,1.093,2.3,3.79,1.41,0,0
10/31/2022,7.01056,80.85701,135.1,375.5,6.51,2.162,2.3,3.79,1.41,1,3.8
11/1/2022,7.01056,80.85701,35.2,81.1,3.01,0.223,2.3,3.79,1.41,1,1.19
11/11/2022,7.01056,80.85701,1.2,11.9,1.65,0.06,2.3,3.79,1.41,0,0
11/13/2022,7.01056,80.85701,2.7,14.7,2.38,-0.161,2.3,3.79,1.41,0,0
11/26/2022,7.01056,80.85701,153,479.6,7.75,2.3,2.3,3.79,1.41,1,3.8
5/15/2023,7.01056,80.85701,1.5,11.4,1.78,0.122,2.3,3.79,1.41,0,0
5/26/2023,7.01056,80.85701,0.1,2.8,1.73,-0.014,2.3,3.79,1.41,0,0
11/6/2023,7.01056,80.85701,7.9,23.6,2.12,0.133,2.3,3.79,1.41,0,0
11/21/2023,7.01056,80.85701,1.3,3.6,2.19,-0.144,2.3,3.79,1.41,0,0
11/26/2023,7.01056,80.85701,131.4,366,5.57,2.189,2.3,3.79,1.41,1,3.51
5/11/2024,7.01056,80.85701,1.6,4.7,1.54,0.004,2.3,3.79,1.41,1,0.54
5/12/2024,7.01056,80.85701,3.6,16.3,2.1,0.028,2.3,3.79,1.41,0,0
11/8/2024,7.01056,80.85701,59.6,148.2,3.88,0.879,2.3,3.79,1.41,0,0
12/15/2024,7.01056,80.85701,0,1.3,1.97,-0.197,2.3,3.79,1.41,0,0
10/9/2016,6.70551,81.5321,1,4.4,1.71,-0.186,30.6,1.08,3.98,0,0
10/21/2016,6.70551,81.5321,46.3,125.6,3.21,0.392,30.6,1.08,3.98,0,0
11/16/2016,6.70551,81.5321,3.1,10.2,2.14,-0.026,30.6,1.08,3.98,0,0
11/19/2016,6.70551,81.5321,69.9,218.5,4.66,1.009,30.6,1.08,3.98,0,0
5/21/2017,6.70551,81.5321,0,3.9,2.17,0.158,30.6,1.08,3.98,0,0
5/30/2017,6.70551,81.5321,2.8,8.6,1.68,0.022,30.6,1.08,3.98,0,0
11/4/2017,6.70551,81.5321,56.5,128.8,3.08,0.569,30.6,1.08,3.98,0,0
11/7/2017,6.70551,81.5321,0.2,2.7,2.57,0.025,30.6,1.08,3.98,0,0
11/12/2017,6.70551,81.5321,3.4,9.9,1.81,-0.101,30.6,1.08,3.98,0,0
11/25/2017,6.70551,81.5321,1.4,12.1,1.97,-0.164,30.6,1.08,3.98,0,0
12/1/2017,6.70551,81.5321,1.5,7.3,1.71,-0.184,30.6,1.08,3.98,0,0
5/11/2018,6.70551,81.5321,32.2,83,2.68,0.496,30.6,1.08,3.98,0,0
10/5/2018,6.70551,81.5321,5,13.2,1.45,0.022,30.6,1.08,3.98,0,0
12/12/2018,6.70551,81.5321,0.9,2.5,1.82,-0.044,30.6,1.08,3.98,0,0
12/16/2018,6.70551,81.5321,36.5,107.3,2.94,0.32,30.6,1.08,3.98,0,0
12/24/2018,6.70551,81.5321,4.3,12,2.07,-0.09,30.6,1.08,3.98,0,0
10/6/2019,6.70551,81.5321,77.5,210.7,4.18,1.199,30.6,1.08,3.98,0,0
10/26/2019,6.70551,81.5321,4.9,15.4,1.52,0.042,30.6,1.08,3.98,0,0
10/29/2019,6.70551,81.5321,11.1,26.2,1.85,-0.174,30.6,1.08,3.98,0,0
11/29/2019,6.70551,81.5321,4.4,14.4,2.37,-0.226,30.6,1.08,3.98,0,0
11/30/2019,6.70551,81.5321,53.6,164.1,3.47,0.696,30.6,1.08,3.98,1,1.79
10/4/2020,6.70551,81.5321,5.3,17.3,2.48,0.065,30.6,1.08,3.98,0,0
11/2/2020,6.70551,81.5321,0.1,2.8,1.96,-0.023,30.6,1.08,3.98,0,0
12/12/2020,6.70551,81.5321,7.8,21.5,2.07,0.089,30.6,1.08,3.98,0,0
5/9/2021,6.70551,81.5321,3.9,13,2.28,-0.016,30.6,1.08,3.98,0,0
10/2/2021,6.70551,81.5321,0.6,3.6,1.86,0.138,30.6,1.08,3.98,0,0
10/26/2021,6.70551,81.5321,14.6,47.8,2.8,0.124,30.6,1.08,3.98,0,0
12/24/2021,6.70551,81.5321,0.4,4.8,1.91,-0.17,30.6,1.08,3.98,0,0
5/28/2022,6.70551,81.5321,0,1.6,2.07,-0.076,30.6,1.08,3.98,0,0
10/3/2022,6.70551,81.5321,0.5,2.9,1.83,-0.389,30.6,1.08,3.98,0,0
10/19/2022,6.70551,81.5321,0.4,3.4,2.14,-0.275,30.6,1.08,3.98,0,0
10/31/2022,6.70551,81.5321,91.2,263.1,5.76,1.518,30.6,1.08,3.98,0,0
11/1/2022,6.70551,81.5321,0.2,2.9,1.34,0.003,30.6,1.08,3.98,0,0
11/11/2022,6.70551,81.5321,1.1,9.6,2.01,-0.065,30.6,1.08,3.98,0,0
11/13/2022,6.70551,81.5321,3,7.4,1.89,0.09,30.6,1.08,3.98,0,0
11/26/2022,6.70551,81.5321,83,193.6,3.71,1.138,30.6,1.08,3.98,0,0
5/15/2023,6.70551,81.5321,0,0.2,1.81,-0.227,30.6,1.08,3.98,0,0
5/26/2023,6.70551,81.5321,77.8,162.5,3.05,0.922,30.6,1.08,3.98,0,0
11/6/2023,6.70551,81.5321,6.6,20.2,1.69,-0.215,30.6,1.08,3.98,0,0
11/21/2023,6.70551,81.5321,79.7,157.7,4.5,0.943,30.6,1.08,3.98,0,0
11/26/2023,6.70551,81.5321,11.5,33.7,1.71,0.024,30.6,1.08,3.98,0,0
5/11/2024,6.70551,81.5321,34.1,97.4,3.09,0.656,30.6,1.08,3.98,0,0
5/12/2024,6.70551,81.5321,13.4,40.4,1.83,0.034,30.6,1.08,3.98,0,0
11/8/2024,6.70551,81.5321,106.9,260.7,4.8,1.379,30.6,1.08,3.98,1,2.11
12/15/2024,6.70551,81.5321,5.4,16.7,1.52,-0.24,30.6,1.08,3.98,1,0.15
10/9/2016,8.15472,80.00215,7.8,24.8,1.91,-0.139,36.2,0.79,3.33,0,0
10/21/2016,8.15472,80.00215,0.6,11,1.59,-0.029,36.2,0.79,3.33,0,0
11/16/2016,8.15472,80.00215,172.6,419.6,6.68,2.3,36.2,0.79,3.33,1,3.48
11/19/2016,8.15472,80.00215,30.4,64.2,1.61,0.127,36.2,0.79,3.33,0,0
5/21/2017,8.15472,80.00215,0.9,4.1,1.74,-0.192,36.2,0.79,3.33,0,0
5/30/2017,8.15472,80.00215,1.7,9.6,0.67,-0.013,36.2,0.79,3.33,0,0
11/4/2017,8.15472,80.00215,0,1.1,1.67,-0.085,36.2,0.79,3.33,0,0
11/7/2017,8.15472,80.00215,1,2.9,1.66,-0.003,36.2,0.79,3.33,0,0
11/12/2017,8.15472,80.00215,5.5,15.1,1.85,-0.039,36.2,0.79,3.33,0,0
11/25/2017,8.15472,80.00215,71.1,196.4,3.51,1.229,36.2,0.79,3.33,1,1.3
12/1/2017,8.15472,80.00215,43.4,119.6,2.84,0.706,36.2,0.79,3.33,0,0
5/11/2018,8.15472,80.00215,7.7,30.3,2.4,-0.148,36.2,0.79,3.33,0,0
10/5/2018,8.15472,80.00215,0.4,1.3,1.58,-0.099,36.2,0.79,3.33,0,0
12/12/2018,8.15472,80.00215,0.3,6.4,1.69,-0.19,36.2,0.79,3.33,0,0
12/16/2018,8.15472,80.00215,1,2.2,0.97,-0.163,36.2,0.79,3.33,0,0
12/24/2018,8.15472,80.00215,2.1,17.5,1.02,-0.104,36.2,0.79,3.33,0,0
10/6/2019,8.15472,80.00215,0.9,2.9,1.53,-0.067,36.2,0.79,3.33,0,0
10/26/2019,8.15472,80.00215,70,134.4,2.25,0.802,36.2,0.79,3.33,0,0
10/29/2019,8.15472,80.00215,8.2,32.4,1.53,-0.139,36.2,0.79,3.33,0,0
11/29/2019,8.15472,80.00215,8.2,22.5,2.12,-0.126,36.2,0.79,3.33,0,0
11/30/2019,8.15472,80.00215,0.2,0.4,1.27,-0.023,36.2,0.79,3.33,0,0
10/4/2020,8.15472,80.00215,118,244.9,4.81,1.412,36.2,0.79,3.33,1,2.11
11/2/2020,8.15472,80.00215,0,0.5,1.3,-0.157,36.2,0.79,3.33,0,0
12/12/2020,8.15472,80.00215,3.3,10.4,1.68,0.013,36.2,0.79,3.33,0,0
5/9/2021,8.15472,80.00215,36.7,108.4,1.93,0.653,36.2,0.79,3.33,0,0
10/2/2021,8.15472,80.00215,7.5,28.8,2.06,0.051,36.2,0.79,3.33,0,0
10/26/2021,8.15472,80.00215,13.9,30.5,2.1,0.309,36.2,0.79,3.33,0,0
12/24/2021,8.15472,80.00215,13.4,30.5,1.8,0.123,36.2,0.79,3.33,0,0
5/28/2022,8.15472,80.00215,48.9,104.7,2.67,0.63,36.2,0.79,3.33,0,0
10/3/2022,8.15472,80.00215,0.1,0.3,1.22,-0.103,36.2,0.79,3.33,0,0
10/19/2022,8.15472,80.00215,73.6,160.5,3.52,0.899,36.2,0.79,3.33,0,0
10/31/2022,8.15472,80.00215,44.7,110.1,3.17,0.637,36.2,0.79,3.33,0,0
11/1/2022,8.15472,80.00215,2,23.5,1.65,0.146,36.2,0.79,3.33,0,0
11/11/2022,8.15472,80.00215,0.6,2.7,1.21,-0.14,36.2,0.79,3.33,0,0
11/13/2022,8.15472,80.00215,3,13.7,1.58,-0.013,36.2,0.79,3.33,0,0
11/26/2022,8.15472,80.00215,7.4,20.6,0.98,0.082,36.2,0.79,3.33,0,0
5/15/2023,8.15472,80.00215,10.5,33.1,1.37,0.07,36.2,0.79,3.33,0,0
5/26/2023,8.15472,80.00215,17.3,50.1,2.29,0.29,36.2,0.79,3.33,0,0
11/6/2023,8.15472,80.00215,0.1,11.6,1.11,-0.137,36.2,0.79,3.33,0,0
11/21/2023,8.15472,80.00215,82.6,261,4.85,1.296,36.2,0.79,3.33,0,0
11/26/2023,8.15472,80.00215,66.3,154.9,3.33,0.915,36.2,0.79,3.33,0,0
5/11/2024,8.15472,80.00215,2.6,15.9,1.27,-0.057,36.2,0.79,3.33,0,0
5/12/2024,8.15472,80.00215,0.4,1.1,0.57,-0.069,36.2,0.79,3.33,0,0
11/8/2024,8.15472,80.00215,56.2,134,2.95,0.771,36.2,0.79,3.33,0,0
12/15/2024,8.15472,80.00215,23.4,79.3,2.4,0.286,36.2,0.79,3.33,0,0
10/9/2016,6.92756,80.68299,0.2,3.9,2.62,-0.138,16.4,1.15,0.47,0,0
10/21/2016,6.92756,80.68299,1.4,15,1.75,0.132,16.4,1.15,0.47,0,0
11/16/2016,6.92756,80.68299,0.3,2.8,1.48,-0.295,16.4,1.15,0.47,0,0
11/19/2016,6.92756,80.68299,3.3,10.5,1.8,-0.17,16.4,1.15,0.47,0,0
5/21/2017,6.92756,80.68299,0.3,2.9,1.59,-0.244,16.4,1.15,0.47,0,0
5/30/2017,6.92756,80.68299,104.5,277,5.42,1.548,16.4,1.15,0.47,1,2.74
11/4/2017,6.92756,80.68299,21.3,46.8,1.97,0.051,16.4,1.15,0.47,0,0
11/7/2017,6.92756,80.68299,0.1,0.8,1.83,0.114,16.4,1.15,0.47,0,0
11/12/2017,6.92756,80.68299,24.7,62.9,2.22,0.252,16.4,1.15,0.47,0,0
